code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g
0000000016612	Organic Adzuki Beans	1393	22.92	1.04	62.5		333				12.5	0	
0000000016650	Organic Penne Pasta	1540	14.04	1.75	73.68		368				1.8	0	
000000001682	Rillettes de boeuf poivre/piment												
0000000016872	Zen Party Mix	2230	16.67	36.67	36.67	3.33	533	5	1.60782	0.643128	6.7	20	
0000000016933	Organic Golden Flax Seeds	2590	19.05	42.86	38.1		619	4.76	0.09652	0.038608	38.1	0	
0000000017497	Organic Spicy Punks	2536	30.3	48.48	15.15		606	9.09	0.57658	0.230632	15.2	25	
000000001756	Biscuit du bourg de batz	2025	7.4	20.1	68.6	29.8	484	4.5	0.08	0.032			
000000001757	Biscuits du Bourg de Batz	2293	7	34.1	53.4	24.1	548	7.7	0.1	0.04			
000000001772	Mélange fruits secs												
0000000018012	Cinnamon Nut Granola	1824	14.55	18.18	60	21.82	436	1.82	0.02286	0.009144	9.1	0	
0000000018050	Organic Hazelnuts	2632	14.29	60.71	17.86	3.57	629	3.57	0.01016	0.004064	10.7	100	
0000000018173	Organic Sweetened Banana Chips	2092	3.33	26.67	66.67	16.67	500	23.33			3.3	33.3333333333333	
000000001818	Petits sablés bio - goût caramel et tonka	1720	6.2	16	59.2	21.6	411	2.2	0.5	0.2			
0000000018197	Lotus Organic Brown Jasmine Rice	1582	8.89	2.22	77.78	2.22	378				2.2	0	
0000000018227	Organic Oat Groats	1096	16.67	5.95	66.67	2.38	262	1.19	0.0254	0.01016	9.5	0	
0000000018265	Energy Power Mix	1464	7.5	17.5	42.5	32.5	350	7.5	0.28448	0.113792	5	0	
0000000018289	Antioxidant Mix - Berries & Chocolate	2092	13.33	33.33	46.67	30	500	6.67	0.46482	0.185928	6.7	0	
0000000018319	Organic Quinoa Coconut Granola With Mango	1674	10.91	10.91	69.09	27.27	400	2.73	0.02286	0.009144	9.1	0	
0000000018340	Fire Roasted Hatch Green Chile Almonds	2372	6.67	50	23.33	6.67	567	3.33	1.27	0.508	10	33.3333333333333	
0000000018357	Peanut Butter Power Chews	1954	8.89	20	60	33.33	467	2.22	0.19812	0.079248	4.4	12.5	
0000000018371	Real Salt Granular								96.15678	38.462712		0	
0000000018388	Organic Unswt Berry Coconut Granola	1548	12.96	22.22	57.41	5.56	370	4.63	0.28194	0.112776	9.3	0	
000000001839	Farine semi-complète type 80												
0000000018395	Roasted Salted Black Pepper Cashews	2372	16.67	46.67	30	6.67	567	8.33	1.016	0.4064	3.3	25	
0000000018401	Thai Curry Roasted Cashews	2372	16.67	43.33	30	6.67	567	6.67	1.35382	0.541528	3.3	33.3333333333333	
0000000018418	Wasabi Tamari Almonds	2230	20	46.67	23.33	3.33	533	3.33	2.032	0.8128	10	33.3333333333333	
0000000018449	Organic Medium Shredded Coconut	2230	6.67	30	53.33	6.67	533	26.67			6.7	100	
0000000018456	Organic Red Quinoa	1490	13.33	6.67	64.44	11.11	356		0.01016	0.004064	8.9	0	
0000000018500	Dark Chocolate Coconut Chews	2092	5	35	52.5	37.5	500	25	0.127	0.0508	7.5	25	
0000000018517	Seventh Heaven Organic Trail Mix	2092	14.29	32.14	46.43	35.71	500	10.71			7.1	0	
0000000018524	Organic Unsweetened Granola, Cinnamon Almond	1887	11.76	21.57	58.82	3.92	451	3.92	0.27432	0.109728	9.8	0	
0000000018555	Organic Blueberry Almond Granola	1674	10.91	9.09	70.91	29.09	400	0.91	0.04572	0.018288	7.3	0	
0000000018562	Sweeteners, Demerara Turbinado Sugar	1569			100	100	375					0	
0000000018579	Aunt Maple's Crunchy Granola	2092	10.71	28.57	55.36	23.21	500	5.36			7.1	0	
0000000018630	Organic Coconut Chips	2761	6	65	24	7	660	57	0.09398	0.037592	16	100	
0000000018708	Organic Black Beans	1393	22.22		62.22	2.22	333				24.4	0	
0000000018753	Organic Whole Grain Emmer Farro	1515	12.77	2.13	72.34		362				10.6	0	
0000000018760	Organic Hard Red Wheat Berries	1335	12.77	2.13	68.09		319				12.8	0	
0000000018869	Aunt Ginger's Snappy Granola	1941	10.71	17.86	64.29	21.43	464	2.68	0.04572	0.018288	7.1	0	
0000000018883	Dark Chocolate Sea Salt & Turbinado Almonds	2197	7.5	35	50	37.5	525	15	1.651	0.6604	7.5	0	
0000000018937	Divinely Organic Granola	1749	12.73	14.55	65.45	21.82	418	1.82			9.1	0	
0000000018944	Organic Black Chia Seeds	2046	14.29	32.14	42.86		489	3.57	0.04572	0.018288	39.3	0	
000000001981	Crème de marrons d Ardèche								0	0			
0000000020114	Naturablue original	0	0	0	0	0	0	0				0	
0000000020336	Cotelettes												
000000002083	Ciao le sel! Iodé	1920	16	35	16	0.5	459	4.3	1.4	0.56			
0000000021487	Les délices de la Monne												
000000002218	Rillettes de canard au foie gras	105	13.05	42.75	0.475	0.075	25	17.275	1.1	0.44			14
000000002222222	boulanger												
000000002401	Habitus Stimulus	4	0	0	0	0	1	0	0	0			
0000000024600	Filet de bœuf												
000000002507	Crema di nocciola	2297	9.8	35	46	39	549	2.6	0.1	0.04			
0000000025185999	Tax												
000000002556	Kit bubble tea												
000000002621	Mon jus de pomme												
0000000027083	Marks % Spencer 2 Blueberry Muffins	1513										0	
0000000027205													
000000002922	Caranoa 55%												
000000002946	Pâte a tartiner	21	8.7	39.6	42.8	12.8	5	5.8	0.2	0.08		0	2
0000000030038	Organic French Green Lentils	1490	26.67		64.44	4.44	356		0.08382	0.033528	15.6	0	
0000000030113	Naturakrill												
0000000030540	Organic Garbanzo Beans	1335	17.02	5.32	53.19	8.51	319		0.05334	0.021336	14.9	0	
0000000030557	Organic Green Split Peas	1582	28.89	1.11	68.89		378		0.05588	0.022352	28.9	0	
0000000030564	Organic Small Red Chili Beans	699	22.22		63.89	2.78	167		0.17526	0.070104	44.4	0	
0000000030571	Organic Small White Beans	1674	24.44		66.67	2.22	400		0.04572	0.018288	26.7	0	
0000000030595	Organic Grey-Green Lentils	1582	28.89	1.11	66.67		378		0.01778	0.007112	33.3	0	
0000000030625	Organic Yellow Split Peas	1582	28.89	1.11	68.89	8.89	378		0.05588	0.022352	28.9	0	
0000000030649	Organic Mung Beans	1477	23.53	0.98	62.75		353		0.0508	0.02032	15.7	0	
0000000030717	Organic Baby Lima Beans	1393	20		62.22	8.89	333		0.02794	0.011176	26.7	0	
0000000030724	Organic Dark Red Kidney Bean	1272	19.57		54.35	2.17	304		0.02794	0.011176	13	0	
0000000031097	Coconut Almond Granola	2054	10.91	25.45	58.18	9.09	491	8.18	0.254	0.1016	7.3	0	
0000000031141	Moelleux au chocolat	1966	6.2	28.6	45.9	32.3	470	18.3	1.3	0.52	7.3	0	
0000000031158	Tarte flan												
0000000031172	Maple Almond Granola	1904	10.91	14.55	67.27	12.73	455	1.82	0.254	0.1016	9.1	0	
0000000031233	35% Fruit And Fiber Muesli	1523	10.91	4.55	70.91	23.64	364		0.18542	0.074168	9.1	0	
0000000031288	Rebel Crunch Granola	1720	14.29	8.93	73.21	21.43	411	1.79			10.7	0	
0000000031882	Compote de poire	322	0.4	0.4	16.8	12.3	77	0.1	0.01	0.004			
0000000032070	Organic Mixed Vegetable Spirals	1490	14.04	1.75	71.93		356		0.11684	0.046736	1.8	0	
0000000032117	Tricolor Tortellini	1611	13.85	9.23	60	1.54	385	3.08	1.13284	0.453136	3.1	0	
0000000032384	Organic Couscous	1582	13.33		80		378		0.02794	0.011176	4.4	0	
0000000032858	Organic Spaghetti	1569	12.5	2.68	67.86	5.36	375				3.6	0	
0000000032896	Orzo Rosa Marina	1443	12.07	1.72	67.24	1.72	345				1.7	0	
0000000033015	Organic Refined Spelt Flour	1393	13.33	1.67	70		333				3.3	0	
0000000033060	10-Grain Pancake Mix	1297	13.79	1.72	60.34	5.17	310	0.86	2.75844	1.103376	6.9	0	
0000000033084	Fine Sea Salt								99.90582	39.962328		0	
0000000033268	Sweeteners, Organic Fair Trade Sugar	1569			100	100	375					0	
0000000033503	Organic Refined Unbleached White Flour	1536	10		76.67		367				3.3	0	
0000000033572	Organic Whole Brown Rice Flour	1891	12.9	3.23	96.77		452				6.4	0	
0000000033589	Organic Whole Spelt Flour	1356	14.71	2.94	67.65	2.94	324				5.9	0	
0000000033626	Organic Whole Rye Flour	1393	10	1.67	73.33		333				13.3	0	
0000000033640	Granola Cranberry And Acai	1824	9.09	10.91	74.55	25.45	436	0.91	0.254	0.1016	5.5	0	
0000000033657	Organic Medium Whole Wheat Flour	1552	11.43	1.43	62.86		371				11.4	0	
0000000033664	Organic Soft Whole Wheat Pastry Flour	1644	14.29	1.79	78.57		393				10.7	0	
0000000033688	Peanuts, Mixed Nuts	2389	25	42.86	25	14.29	571	7.14	0.54356	0.217424	7.1	16.6666666666667	
0000000033817	Mousse au chocolat	707	5.8	5.6	22.7	21.6	169	4.5	0.1	0.04			
0000000034135	Organic Large Raw Whole Cashews	2648	16.67	50	30	6.67	633	10			23.3	100	
0000000034142	Organic Brown Sesame Seeds	2439	16.67	50	22.22		583	6.94			11.1	0	
0000000034241	Organic White Sesame Seeds	2439	19.44	55.56	13.89		583	8.33	0.07112	0.028448	13.9	0	
0000000034265	Almonds Hickory-Smoked	2690	21.43	57.14	14.29		643	3.57	1.54178	0.616712	7.1	11.1111111111111	
0000000034425	Foods, Spanish Peanuts	2389	28.57	50	17.86	3.57	571	7.14	1.13284	0.453136	7.1	0	
0000000034432	Foods, Honey Roasted Nut Mix	2389	21.43	46.43	28.57	3.57	571	5.36	1.08966	0.435864	7.1	9.09090909090909	
0000000034449	Roasted Salted Sunflower Seeds	2766	21.43	57.14	21.43	3.57	661	7.14	1.08966	0.435864	17.9	0	
0000000034456	Foods, Deluxe Nut Mix	2540	17.86	57.14	21.43	3.57	607	7.14	0.58928	0.235712	7.1	12.5	
0000000034470	Foods, Honey Roast Nuts & Fruit Mix	2176	12	28	60	32	520	4	0.2032	0.08128	8	2.08333333333333	
0000000034548	Organic Raw Walnuts	2678	16	64	12		640	6			8	100	
0000000034562	Organic Raw Sunflower Seeds	2218	18.18	42.42	21.21		530	6.06			9.1	0	
0000000034623	Organic Trail Mix	1812	13.33	26.67	46.67	33.33	433	3.33	0.127	0.0508	6.7	11.1111111111111	
0000000034715	Organic Pecan Halves	2946	10.56	70.42	14.08	3.52	704	7.04			7	0	
0000000034784	Unsalted Dry Roasted Almonds	2791	26.67	56.67	20	6.67	667	5			13.3	100	
0000000034791	Fromage blanc à la crème de marron	640	4.4	5.8	20	16.3	153	3.9	0.1	0.04	10	100	
0000000035071	Organic Extra Virgin Olive Oil	3586		100			857	14.29				0	
0000000035170	Liquid Aminos		11.6		4				11.176	4.4704		0	
0000000035279	Organic Canola Oil Refined	3586		100			857	7.14				0	
0000000035286	Organic Shoyu	234	11.11		5.56		56		13.54582	5.418328		0	
0000000035293	Organic Wheat-Free Tamari	234	11.11		5.56		56		13.26388	5.305552		0	
0000000035323	Organic Grade B Maple Syrup	1393			86.67	86.67	333		0.03302	0.013208		0	
0000000035583	Curry Lentil Soup Mix	1289	25	1.92	51.92	5.77	308		2.29616	0.918464	28.8	0	
0000000035590	Split Pea Soup Mix	1314	22.86	1.43	57.14	8.57	314		1.81356	0.725424	22.9	0	
0000000035613	Whole Wheat 'N Honey Fig Bars	1255	10	6.67	56.67	26.67	300	3.33	0.71882	0.287528	10	7.69230769230769	
0000000036153	Chocolate Nut Crunch	1954	10	26.67	53.33	36.67	467	10	0.21082	0.084328	6.7	14.2857142857143	
0000000036252	Lion Peanut x2												
0000000036269	Milk Chocolate Peanut Butter Malt Balls	2197	7.5	27.5	60	57.5	525	20	0.09652	0.038608	2.5	0	
0000000036276	Organic Tamari Pumpkin Seed	2092	26.47	41.18	17.65	2.94	500	11.76	0.97028	0.388112	8.8	33.3333333333333	
000000003691	Gateaux bretons												
0000000036986	Yogurt Pretzels	2092	5	20	72.5	47.5	500	17.5	1.143	0.4572		0	
000000003744	Courge spaghetti au bleu	406	2.9	6.1	9.1	3.6	97	2.9	0.9	0.36			
0000000037891736													
0000000038058	Organic Kamut Flakes	941	10	1.25	42.5		225				5	0	
0000000038065	Regular Rolled Oats	1611	15.38	7.69	65.38		385	1.92			11.5	0	
0000000038072	Quick Rolled Oats	1611	15.38	7.69	65.38		385	1.92			11.5	0	
0000000038096	Organic Bulgur	1464	12.5	1.7	75		350	1.25	0.03048	0.012192	17.5	0	
0000000038119	Organic Toasted Buckwheat Groats	1427	12.2	2.44	73.17		341				9.8	0	
0000000038133	Organic Rolled Barley Flakes	1197	10.71	1.79	64.29		286				10.7	0	
0000000038317	Multigrain Cereal Flakes	1540	13.16	2.63	76.32		368				5.3	0	
0000000038324	8-Grain Wheat Free Cereal	1569	12.5	6.25	67.5		375				15	0	
0000000038348	Swiss-Style Muesli	1749	12.73	16.36	60	16.36	418	1.82	0.02286	0.009144	10.9	0	
0000000038508	Organic Hulless Barley	1548	13.04	2.17	73.91		370		0.02794	0.011176	17.4	0	
0000000038522	Organic Millet	1569	12.5	3.12	75		375				12.5	0	
0000000038539	Organic Popcorn	1506	12	4	72		360				12	0	
0000000038584	Organic Soft White Wheat Berries	1423	14.89	2.13	72.34		340				12.8	0	
0000000038591	Organic Pearled Barley	1506	10	2	78		360		0.02032	0.008128	16	0	
0000000038607	Organic Wheat Bran	837	13.33	3.33	66.67		200				40	0	
0000000038621	Organic Raw Buckwheat Groats	1393	13.33	3.33	71.11		333				11.1	0	
0000000038652	Organic Oat Bran	1661	20.69	6.9	68.97		397				17.2	0	
0000000038669	Organic Thick Cut Rolled Oats	1527	15.38	7.69	61.54		365	1.92			11.5	0	
0000000038690	Organic Regular Rolled Oats	1527	15.38	7.69	38.46		365	1.92			11.5	0	
0000000038706	Moelleux	134	5.2	8.5	1.8	1.6	32	5.4	3.1	1.24	16	0	
0000000038713	Organic Steel-Cut Oats	1778	17.5	7.5	72.5		425	1.25			12.5	0	
0000000038744	Organic Spelt Berries	1184	15.22	2.17	69.57		283				17.4	0	
0000000038973	Organic Quick Rolled Oats	1883	17.5	7.5	75	2.5	450				12.5	0	
0000000039093	Countrywild Rice Blend	1393	6.67	3.33	77.78		333				6.7	0	
0000000039208	Organic Arboria Rice	1490	13.33	2.22	95.56		356				2.2	0	
0000000039215	Lundberg Organic Golden Rose Medium Brown Rice	1314	5.88	1.96	66.67		314				2	0	
0000000039259	Twix x2												
0000000039291	Lundberg Olde World Pilaf	1423	11.11	3.33	73.33	2.22	340	1.11			10	0	
000000003943	Galets chocolat lait	2226	6.8000001907349	30	58	51	532	18	0.66000002622604	0.264000010490416			
0000000039529	Pack de 2 Twix	1481	6.25	4.17	77.08		354				6.2		
0000000039536	Organic Short Grain Brown Rice	1393	5.88	2.94	78.43		333				5.9	0	
0000000039543	Organic Sweet Brown Rice	1477	7.84	0.98	78.43		353				3.9	0	
0000000039550	Organic California White Sushi Rice	1490	6.67		80		356				2.2	0	
0000000039567	Organic Harvest Pilaf	1674	15.56	2.22	71.11	2.22	400		0.02794	0.011176	13.3	0	
0000000039628	Organic Wild Rice	1452	12	12	72		347		0.01778	0.007112	8	0	
0000000041355	Vanilla Extract	1255			25	25	300					0	
0000000042642	Poulet roti												
0000000043083	Organic Flax Seed	2092	17.86	35.71	39.29		500	3.57			21.4	0	
0000000043595	Cranberries	1255	0	0	83.33	66.67	300	0	0	0	10	33.3333333333333	8
0000000045261	Rémi												
0000000045292	Turkish Apricots	1046	2.5	0	62.5	52.5	250	0	0	0	7.5	50	
0000000045308	Banana Chips Sweetened	2243	3.57	28.57	64.29	14.29	536	28.57	0	0	3.6	25	
0000000045346	Granola Honey Almonds	1674	9.09	14.55	60	21.82	400	2.73	0.1143	0.04572	7.3	0	
0000000045421	Chili Mango	1569	2.5	2.5	87.5	65	375	0	1.9685	0.7874	2.5	16.6666666666667	
0000000045483	Milk Chocolate Pretzels	1883	5	22.5	70	42.5	450	12.5	1.016	0.4064	2.5	0	
0000000045599	Peanuts	1941	17.86	17.86	60.71	17.86	464	0	0.635	0.254	7.1	12.5	
0000000050913	M&S Extrenely Chocolatey Milk, Dark & White Chocolate Biscuits	2179										0	
0000000052412	Mont d'Or	1318	18.5	26	1	1	315	18	1.2	0.48			
0000000052962	Nut'Alsace											0	
000000005554545	herta												
0000000056434	diet lemonade by Sainsbury's	5										0	
0000000058001	Organic Salted Pistachios	2540	21.43	46.43	32.14	10.71	607	5.36	1.45034	0.580136	10.7	50	
0000000058018	Organic Dried Turkish Apricots, Bin # 5801	941	2.5		55	47.5	225		0.0635	0.0254	7.5	100	
0000000058056	Organic Unsalted Pistachios	2540	21.43	46.43	32.14	10.71	607	5.36			10.7	100	
0000000058070	Organic Medjool Dates	1218	2.2	0.1	70.4	65.7	291		0.0127	0.00508	1.9	100	
0000000058131	Organic Pitted Prunes	1464	2.5		90	62.5	350				7.5	100	
0000000058148	Organic Pitted Deglet Dates	1255	2.5		75	62.5	300				7.5	0	
0000000058179	Sweetened Dried Cranberries	1255	2.5		72.5	65	300				5	33.3333333333333	
0000000058223	Organic Zante Currants	1046	3.75		65	62.5	250				5	0	
0000000058230	Organic Thompson Raisins	1360	2.5		75	70	325		0.0635	0.0254	5	0	
0000000058247	Organic Unrefined Extra Virgin Coconut Oil	3586		100			857	85.71				0	
0000000058285	Organic Brown Basmati Rice	1452	8.16	4.08	77.55		347				4.1	0	
0000000058292	Organic White Basmati Rice	1506	8	1	82		360					0	
0000000058360	Organic Unrefined Mascobado Sugar	1569			100	100	375					0	
0000000058469	Organic U.S. Peanuts	2377	24.32	48.65	21.62	4.05	568	6.76			5.4	100	
0000000058780	Almonds	2510	20	50	20	3.33	600	3.33			13.3	100	
0000000058803	Pecan Halves	2946	7.04	70.42	14.08	7.04	704	7.04			7	100	
